locationid,location,parameter,value,dateutc,datelocal,unit,latitude,longitude,country,city,ismobile,isanalysis,entity,sensortype
221512,Harbour Terrace-1,pressure,1005.4625,2023-12-05T21:00:00+00:00,2023-12-05T16:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,5.449999999999999,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1005.24,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.0,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.035,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,8.383333333333335,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,11.034999999999998,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,57.0,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.001666667,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,42.0,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,9.066666666666666,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.5366666666666666,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,3.0216666666666665,2023-12-05T20:00:00+00:00,2023-12-05T15:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,12.35,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,42.333333333333336,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,56.0,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,7.35,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1005.2933333333334,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.0566666666666666,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,11.266666666666666,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.008333333,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,3.89,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,14.116666666666664,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.001666667,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.6816666666666666,2023-12-05T19:00:00+00:00,2023-12-05T14:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um003,13.766666666666666,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um100,0.000833333,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,temperature,42.0,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,f,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm25,10.775,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm1,7.016666666666667,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um005,3.7783333333333338,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um025,0.0425,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pm10,11.541666666666666,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,µg/m³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um050,0.001666667,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,um010,0.66,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,particles/cm³,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,pressure,1005.5333333333332,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,mb,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
221512,Harbour Terrace-1,humidity,55.5,2023-12-05T18:00:00+00:00,2023-12-05T13:00:00-05:00,%,43.637177,-79.39087,CA,,False,,Community Organization,low-cost sensor
